county,todays_date,previous_days_covid_confirmed_patients,previous_days_suspected_covid_patients,previous_days_conversion_covid_patients,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
Marin,2020-06-10,5.0,0.0,,8.0,3.0,11.0,390.0,3.0,0.0,10.0
Ventura,2020-06-10,21.0,55.0,,44.0,56.0,100.0,1347.0,10.0,7.0,56.0
Merced,2020-06-10,0.0,5.0,,3.0,4.0,7.0,242.0,3.0,0.0,5.0
Shasta,2020-06-09,0.0,0.0,,1.0,0.0,1.0,667.0,0.0,0.0,9.0
Contra Costa,2020-06-10,14.0,7.0,,20.0,23.0,43.0,1628.0,10.0,6.0,111.0
Glenn,2020-06-09,0.0,0.0,,1.0,0.0,1.0,47.0,0.0,0.0,
Tuolumne,2020-06-10,,,,0.0,1.0,1.0,151.0,0.0,1.0,3.0
Kings,2020-06-10,1.0,,,30.0,1.0,31.0,199.0,9.0,1.0,2.0
Siskiyou,2020-06-10,0.0,1.0,,0.0,0.0,0.0,65.0,0.0,0.0,4.0
Calaveras,2020-06-12,0.0,0.0,,0.0,0.0,0.0,50.0,0.0,0.0,10.0
Stanislaus,2020-06-12,12.0,5.0,,34.0,34.0,68.0,1369.0,13.0,3.0,84.0
Sacramento,2020-06-11,3.0,7.0,,37.0,23.0,60.0,2370.0,11.0,5.0,103.0
Placer,2020-06-11,2.0,1.0,,10.0,8.0,18.0,753.0,2.0,2.0,48.0
Tuolumne,2020-06-12,,,,0.0,0.0,0.0,151.0,0.0,0.0,2.0
Fresno,2020-06-12,3.0,8.0,,69.0,33.0,102.0,2140.0,19.0,1.0,87.0
Madera,2020-06-12,5.0,1.0,,5.0,4.0,9.0,528.0,2.0,0.0,14.0
Yolo,2020-06-11,0.0,0.0,,0.0,1.0,1.0,186.0,0.0,0.0,2.0
Sacramento,,,,0.0,205.0,231.0,59.0,2719.0,82.0,93.0,305.0
Tuolumne,2020-06-11,,,,0.0,0.0,0.0,151.0,0.0,0.0,0.0
Madera,2020-06-11,4.0,1.0,,7.0,4.0,11.0,528.0,3.0,1.0,5.0
Ventura,2020-06-11,14.0,46.0,,43.0,47.0,90.0,1360.0,11.0,10.0,46.0
Santa Barbara,2020-06-11,8.0,1.0,,28.0,2.0,30.0,657.0,8.0,0.0,62.0
Los Angeles,2020-06-12,429.0,356.0,,1353.0,485.0,1838.0,23542.0,413.0,78.0,1222.0
Los Angeles,2020-06-11,413.0,417.0,,1355.0,564.0,1919.0,23409.0,408.0,96.0,1210.0
Monterey,2020-06-12,2.0,0.0,,15.0,0.0,15.0,811.0,2.0,0.0,87.0
Santa Cruz,2020-06-12,1.0,4.0,,4.0,6.0,10.0,397.0,0.0,0.0,15.0
San Benito,2020-06-11,,,,0.0,0.0,0.0,25.0,0.0,0.0,1.0
San Diego,2020-06-12,126.0,48.0,,275.0,41.0,316.0,6210.0,131.0,13.0,328.0
San Diego,2020-06-11,121.0,59.0,,277.0,75.0,352.0,6187.0,133.0,16.0,325.0
Sonoma,2020-06-12,0.0,33.0,,4.0,38.0,42.0,871.0,3.0,3.0,42.0
Mendocino,2020-06-12,,,,0.0,0.0,0.0,151.0,0.0,0.0,4.0
Mendocino,,,,,3.0,22.0,0.0,487.0,0.0,1.0,76.0
Del Norte,2020-06-12,0.0,1.0,,0.0,0.0,0.0,51.0,0.0,0.0,4.0
Sonoma,2020-06-11,0.0,8.0,,4.0,23.0,27.0,871.0,3.0,1.0,49.0
Solano,2020-06-11,5.0,18.0,,19.0,12.0,31.0,707.0,6.0,2.0,43.0
Humboldt,2020-06-11,0.0,3.0,,1.0,8.0,9.0,352.0,0.0,0.0,2.0
Marin,2020-06-11,7.0,2.0,,8.0,2.0,10.0,390.0,3.0,0.0,13.0
Tulare,2020-06-12,29.0,5.0,,12.0,13.0,25.0,780.0,8.0,0.0,25.0
Alameda,2020-06-11,8.0,14.0,,86.0,38.0,124.0,2968.0,32.0,7.0,145.0
Amador,2020-06-13,0.0,0.0,,0.0,0.0,0.0,51.0,0.0,0.0,3.0
El Dorado,2020-06-13,0.0,3.0,,0.0,3.0,3.0,235.0,0.0,3.0,11.0
San Joaquin,2020-06-13,8.0,18.0,,42.0,19.0,61.0,1214.0,12.0,3.0,9.0
Stanislaus,2020-06-13,13.0,8.0,,41.0,21.0,62.0,1319.0,19.0,1.0,86.0
Plumas,2020-06-07,,0.0,,0.0,0.0,0.0,45.0,0.0,0.0,
Mono,2020-06-08,0.0,0.0,,0.0,0.0,0.0,40.0,0.0,0.0,2.0
Ventura,2020-06-09,12.0,55.0,,42.0,45.0,87.0,1350.0,10.0,11.0,41.0
Inyo,2020-06-09,0.0,0.0,,1.0,0.0,1.0,42.0,0.0,0.0,4.0
Kings,2020-06-08,,2.0,,24.0,1.0,25.0,199.0,8.0,1.0,2.0
San Francisco,2020-06-09,19.0,6.0,,35.0,12.0,47.0,2506.0,13.0,0.0,97.0
Mono,2020-06-07,0.0,0.0,,0.0,0.0,0.0,40.0,0.0,0.0,2.0
Yolo,2020-06-09,0.0,0.0,,0.0,1.0,1.0,186.0,1.0,1.0,2.0
Los Angeles,2020-06-10,397.0,468.0,,1339.0,539.0,1878.0,22869.0,391.0,102.0,1233.0
San Benito,2020-06-10,,,,0.0,0.0,0.0,25.0,0.0,0.0,1.0
Tulare,2020-06-07,30.0,0.0,,28.0,0.0,28.0,729.0,8.0,0.0,4.0
San Benito,2020-06-12,,,,0.0,0.0,0.0,25.0,0.0,0.0,1.0
Imperial,2020-06-11,54.0,1.0,,86.0,1.0,87.0,237.0,18.0,0.0,0.0
Humboldt,2020-06-12,0.0,3.0,,1.0,13.0,14.0,352.0,0.0,2.0,0.0
Mendocino,2020-06-11,0.0,0.0,,0.0,0.0,0.0,180.0,0.0,0.0,3.0
Lake,2020-06-11,0.0,0.0,,0.0,0.0,0.0,110.0,0.0,0.0,2.0
Napa,2020-06-11,0.0,2.0,,0.0,3.0,3.0,397.0,0.0,0.0,3.0
Marin,2020-06-12,8.0,1.0,,8.0,3.0,11.0,390.0,3.0,1.0,12.0
Santa Cruz,2020-06-09,1.0,2.0,,1.0,3.0,4.0,397.0,0.0,0.0,11.0
San Francisco,2020-06-11,23.0,7.0,,38.0,13.0,51.0,2647.0,14.0,1.0,86.0
San Mateo,2020-06-11,8.0,0.0,,26.0,7.0,33.0,1089.0,7.0,0.0,50.0
Merced,2020-06-13,0.0,1.0,,3.0,1.0,4.0,242.0,2.0,0.0,5.0
Butte,2020-06-12,0.0,0.0,,5.0,0.0,5.0,448.0,3.0,0.0,20.0
Plumas,2020-06-12,,0.0,,0.0,0.0,0.0,45.0,0.0,0.0,
San Luis Obispo,2020-06-13,0.0,5.0,,2.0,6.0,8.0,449.0,2.0,1.0,23.0
Ventura,2020-06-13,18.0,46.0,,44.0,50.0,94.0,1354.0,13.0,8.0,51.0
Butte,2020-06-11,1.0,22.0,,5.0,37.0,42.0,448.0,3.0,7.0,15.0
Orange,2020-06-13,108.0,59.0,,336.0,70.0,406.0,6928.0,150.0,14.0,402.0
Modoc,2020-06-12,0.0,0.0,,0.0,0.0,0.0,41.0,0.0,0.0,
Siskiyou,2020-06-12,0.0,2.0,,0.0,1.0,1.0,65.0,0.0,1.0,5.0
Tehama,2020-06-12,0.0,0.0,,0.0,1.0,1.0,106.0,0.0,1.0,6.0
Los Angeles,2020-06-13,381.0,310.0,,1197.0,462.0,1659.0,22611.0,381.0,83.0,1224.0
Plumas,2020-06-11,,0.0,,0.0,0.0,0.0,45.0,0.0,0.0,
Colusa,2020-06-12,0.0,1.0,,0.0,0.0,0.0,88.0,0.0,0.0,6.0
Yuba,2020-06-12,1.0,,,6.0,0.0,6.0,445.0,2.0,0.0,9.0
Nevada,2020-06-12,0.0,0.0,,0.0,0.0,0.0,136.0,0.0,0.0,6.0
San Bernardino,2020-06-12,40.0,33.0,,205.0,78.0,283.0,4821.0,77.0,16.0,138.0
Mono,2020-06-12,0.0,0.0,,0.0,0.0,0.0,40.0,0.0,0.0,2.0
Yuba,2020-06-11,,,,5.0,1.0,6.0,445.0,2.0,0.0,6.0
San Bernardino,2020-06-11,31.0,45.0,,194.0,77.0,271.0,4821.0,73.0,16.0,133.0
Inyo,2020-06-12,0.0,0.0,,1.0,0.0,1.0,42.0,0.0,0.0,3.0
San Diego,2020-06-13,110.0,53.0,,274.0,58.0,332.0,6105.0,118.0,18.0,324.0
Mono,2020-06-11,0.0,1.0,,0.0,1.0,1.0,40.0,0.0,0.0,2.0
Sonoma,2020-06-13,1.0,30.0,,5.0,6.0,11.0,871.0,2.0,0.0,47.0
Riverside,2020-06-12,98.0,77.0,,236.0,83.0,319.0,4018.0,74.0,14.0,139.0
Sutter,2020-06-12,0.0,0.0,,0.0,0.0,0.0,14.0,0.0,0.0,
Tulare,2020-06-13,28.0,2.0,,9.0,27.0,36.0,780.0,7.0,1.0,6.0
Alameda,2020-06-13,6.0,14.0,,83.0,23.0,106.0,2553.0,32.0,2.0,149.0
Amador,2020-06-14,0.0,0.0,,0.0,0.0,0.0,51.0,0.0,0.0,1.0
Placer,2020-06-14,1.0,0.0,,7.0,6.0,13.0,753.0,2.0,2.0,49.0
El Dorado,2020-06-14,0.0,3.0,,0.0,4.0,4.0,88.0,0.0,4.0,3.0
San Joaquin,2020-06-14,17.0,20.0,,24.0,20.0,44.0,951.0,7.0,2.0,10.0
Calaveras,2020-06-14,0.0,0.0,,0.0,0.0,0.0,50.0,0.0,0.0,10.0
Stanislaus,2020-06-14,15.0,9.0,,44.0,12.0,56.0,1319.0,16.0,1.0,87.0
Kings,2020-06-11,1.0,,,29.0,2.0,31.0,199.0,8.0,0.0,5.0
Yolo,,,,0.0,9.0,9.0,3.0,650.0,5.0,6.0,44.0
Yolo,2020-06-14,0.0,0.0,,0.0,0.0,0.0,56.0,0.0,0.0,0.0
Butte,2020-06-13,0.0,0.0,,3.0,0.0,3.0,448.0,3.0,1.0,20.0
Lassen,2020-06-13,0.0,0.0,,0.0,0.0,0.0,25.0,0.0,0.0,
Fresno,2020-06-14,3.0,12.0,,58.0,35.0,93.0,2073.0,21.0,3.0,79.0
Merced,2020-06-14,0.0,0.0,,0.0,1.0,1.0,36.0,0.0,0.0,3.0
Madera,2020-06-14,6.0,0.0,,5.0,0.0,5.0,528.0,2.0,0.0,8.0
San Luis Obispo,2020-06-14,0.0,6.0,,2.0,10.0,12.0,369.0,2.0,4.0,17.0
Modoc,2020-06-13,0.0,0.0,,0.0,0.0,0.0,41.0,0.0,0.0,
Trinity,2020-06-13,,0.0,,0.0,1.0,1.0,54.0,0.0,0.0,
Colusa,2020-06-13,0.0,0.0,,0.0,0.0,0.0,88.0,0.0,0.0,6.0
Los Angeles,2020-06-14,414.0,343.0,,1206.0,488.0,1694.0,22276.0,379.0,77.0,1245.0
Monterey,2020-06-14,1.0,1.0,,11.0,4.0,15.0,811.0,1.0,0.0,95.0
Inyo,2020-06-13,0.0,0.0,,1.0,0.0,1.0,42.0,0.0,0.0,2.0
Imperial,2020-06-14,46.0,4.0,,79.0,11.0,90.0,237.0,20.0,0.0,0.0
Sonoma,2020-06-14,2.0,5.0,,5.0,29.0,34.0,871.0,2.0,0.0,52.0
Mendocino,2020-06-14,0.0,0.0,,0.0,0.0,0.0,180.0,0.0,0.0,4.0
Solano,2020-06-14,4.0,19.0,,14.0,7.0,21.0,707.0,6.0,1.0,49.0
Napa,2020-06-14,0.0,5.0,,2.0,1.0,3.0,397.0,0.0,1.0,2.0
Humboldt,2020-06-14,1.0,10.0,,0.0,3.0,3.0,278.0,0.0,0.0,3.0
Sutter,2020-06-13,0.0,0.0,,0.0,0.0,0.0,14.0,0.0,0.0,
Kings,2020-06-13,4.0,,,33.0,1.0,34.0,199.0,10.0,0.0,6.0
San Mateo,2020-06-14,7.0,2.0,,15.0,11.0,26.0,967.0,6.0,1.0,47.0
San Mateo,,,,0.0,195.0,98.0,23.0,644.0,71.0,29.0,160.0
Lassen,2020-06-14,0.0,0.0,,0.0,0.0,0.0,25.0,0.0,0.0,
Modoc,2020-06-14,0.0,0.0,,0.0,0.0,0.0,41.0,0.0,0.0,
Plumas,2020-06-14,,0.0,,0.0,0.0,0.0,36.0,0.0,0.0,
Nevada,2020-06-14,0.0,1.0,,0.0,1.0,1.0,57.0,0.0,1.0,2.0
Mono,2020-06-14,0.0,0.0,,0.0,0.0,0.0,40.0,0.0,0.0,2.0
Riverside,2020-06-14,109.0,53.0,,169.0,72.0,241.0,3347.0,60.0,16.0,119.0
San Diego,2020-06-16,110.0,55.0,,289.0,54.0,343.0,6168.0,130.0,12.0,320.0
Sonoma,2020-06-16,0.0,3.0,,5.0,13.0,18.0,871.0,3.0,0.0,51.0
Santa Clara,2020-06-16,1.0,4.0,,32.0,16.0,48.0,3423.0,12.0,3.0,228.0
Plumas,2020-06-16,,0.0,,0.0,0.0,0.0,45.0,0.0,0.0,
Sacramento,2020-06-16,5.0,6.0,,36.0,21.0,57.0,2457.0,13.0,8.0,87.0
San Diego,2020-06-15,110.0,56.0,,294.0,66.0,360.0,6129.0,120.0,13.0,356.0
Santa Clara,2020-06-15,5.0,3.0,,38.0,16.0,54.0,3423.0,12.0,3.0,239.0
Los Angeles,2020-06-15,428.0,363.0,,1390.0,534.0,1924.0,23546.0,403.0,88.0,1327.0
Yolo,2020-06-16,1.0,1.0,,1.0,0.0,1.0,186.0,0.0,0.0,6.0
Merced,2020-06-16,3.0,2.0,,6.0,2.0,8.0,242.0,3.0,0.0,5.0
San Luis Obispo,2020-06-16,2.0,4.0,,5.0,8.0,13.0,471.0,2.0,5.0,27.0
Kern,2020-06-16,11.0,7.0,,96.0,14.0,110.0,1742.0,39.0,2.0,80.0
San Mateo,2020-06-16,5.0,4.0,,17.0,11.0,28.0,1089.0,6.0,1.0,54.0
Yolo,2020-06-15,8.0,8.0,,0.0,0.0,0.0,186.0,0.0,0.0,3.0
Merced,2020-06-15,10.0,10.0,,3.0,0.0,3.0,242.0,2.0,0.0,5.0
Kern,2020-06-15,16.0,13.0,,90.0,17.0,107.0,1742.0,38.0,3.0,78.0
Riverside,2020-06-16,93.0,73.0,,257.0,84.0,341.0,4071.0,65.0,18.0,136.0
Riverside,2020-06-15,99.0,82.0,,237.0,98.0,335.0,4071.0,65.0,16.0,136.0
Trinity,2020-06-16,,0.0,,0.0,0.0,0.0,54.0,0.0,0.0,
Marin,2020-06-16,6.0,2.0,,6.0,3.0,9.0,390.0,1.0,0.0,14.0
Monterey,2020-06-15,5.0,0.0,,14.0,2.0,16.0,811.0,1.0,0.0,93.0
Stanislaus,2020-06-15,76.0,71.0,,43.0,18.0,61.0,1364.0,15.0,1.0,88.0
Lassen,2020-06-15,0.0,0.0,,0.0,0.0,0.0,25.0,0.0,0.0,
Marin,2020-06-15,15.0,10.0,,6.0,3.0,9.0,390.0,1.0,0.0,15.0
Tulare,2020-06-16,40.0,3.0,,49.0,4.0,53.0,780.0,11.0,0.0,24.0
Calaveras,2020-06-16,0.0,0.0,,0.0,0.0,0.0,50.0,0.0,0.0,9.0
Mono,2020-06-16,0.0,0.0,,0.0,0.0,0.0,40.0,0.0,0.0,2.0
Contra Costa,2020-06-16,17.0,5.0,,26.0,14.0,40.0,1628.0,9.0,4.0,108.0
Madera,2020-06-15,5.0,0.0,,5.0,2.0,7.0,528.0,2.0,0.0,7.0
Solano,2020-06-15,34.0,51.0,,16.0,7.0,23.0,707.0,6.0,1.0,44.0
Tuolumne,2020-06-15,,,,0.0,0.0,0.0,151.0,0.0,0.0,2.0
Lake,2020-06-15,3.0,3.0,,0.0,0.0,0.0,110.0,0.0,0.0,0.0
Napa,2020-06-15,3.0,0.0,,5.0,1.0,6.0,397.0,1.0,1.0,5.0
Yuba,2020-06-15,,,,6.0,0.0,6.0,445.0,2.0,0.0,16.0
Kings,2020-06-15,4.0,,,38.0,1.0,39.0,199.0,10.0,0.0,2.0
Mendocino,2020-06-16,0.0,0.0,,0.0,0.0,0.0,180.0,0.0,0.0,4.0
Tuolumne,2020-06-16,,,,0.0,0.0,0.0,151.0,0.0,0.0,0.0
Lake,2020-06-16,0.0,0.0,,0.0,2.0,2.0,110.0,0.0,1.0,0.0
Mono,2020-06-15,0.0,0.0,,0.0,0.0,0.0,40.0,0.0,0.0,2.0
Amador,2020-06-15,1.0,1.0,,1.0,0.0,1.0,51.0,0.0,0.0,0.0
Glenn,2020-06-15,0.0,0.0,,1.0,0.0,1.0,47.0,0.0,0.0,
Placer,2020-06-17,0.0,0.0,0.0,6.0,10.0,16.0,753.0,2.0,1.0,51.0
San Joaquin,2020-06-17,11.0,14.0,1.0,26.0,9.0,35.0,961.0,9.0,1.0,15.0
Calaveras,2020-06-17,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,9.0
Merced,2020-06-17,0.0,2.0,0.0,0.0,1.0,1.0,36.0,0.0,0.0,3.0
San Benito,2020-06-17,,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Mendocino,2020-06-17,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,4.0
Lake,2020-06-17,0.0,0.0,0.0,0.0,1.0,1.0,110.0,0.0,0.0,0.0
Napa,2020-06-17,1.0,1.0,1.0,3.0,6.0,9.0,397.0,0.0,0.0,6.0
Humboldt,2020-06-17,0.0,1.0,0.0,0.0,2.0,2.0,278.0,0.0,0.0,0.0
Tulare,2020-06-17,39.0,2.0,0.0,46.0,3.0,49.0,780.0,10.0,1.0,23.0
Contra Costa,2020-06-17,15.0,8.0,1.0,23.0,9.0,32.0,1628.0,10.0,3.0,96.0
San Francisco,2020-06-17,13.0,9.0,0.0,34.0,9.0,43.0,2212.0,7.0,3.0,69.0
Siskiyou,2020-06-17,0.0,3.0,0.0,1.0,3.0,4.0,65.0,1.0,0.0,2.0
Trinity,2020-06-17,0.0,0.0,0.0,0.0,2.0,2.0,54.0,0.0,0.0,
Inyo,2020-06-17,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,3.0
Sutter,2020-06-17,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,
Placer,2020-06-18,3.0,0.0,0.0,12.0,7.0,19.0,753.0,3.0,2.0,60.0
Stanislaus,2020-06-18,7.0,8.0,3.0,56.0,37.0,93.0,1369.0,21.0,3.0,88.0
Yolo,2020-06-18,1.0,0.0,0.0,2.0,1.0,3.0,186.0,0.0,0.0,4.0
Ventura,2020-06-18,3.0,59.0,0.0,40.0,37.0,77.0,1372.0,13.0,10.0,39.0
Orange,2020-06-18,66.0,64.0,6.0,335.0,87.0,422.0,6976.0,141.0,15.0,412.0
Los Angeles,2020-06-18,274.0,372.0,57.0,1376.0,492.0,1868.0,23531.0,402.0,88.0,1189.0
Santa Clara,2020-06-18,3.0,4.0,3.0,38.0,11.0,49.0,3438.0,17.0,2.0,205.0
Monterey,2020-06-18,3.0,1.0,0.0,20.0,1.0,21.0,824.0,5.0,0.0,89.0
Santa Cruz,2020-06-18,1.0,2.0,0.0,2.0,2.0,4.0,397.0,1.0,0.0,10.0
Mendocino,2020-06-18,0.0,0.0,,0.0,0.0,0.0,180.0,0.0,0.0,4.0
Solano,2020-06-18,6.0,41.0,0.0,18.0,11.0,29.0,707.0,5.0,0.0,53.0
Lake,2020-06-18,0.0,2.0,0.0,0.0,2.0,2.0,110.0,0.0,0.0,1.0
Del Norte,2020-06-18,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,2.0
Kern,2020-06-18,10.0,8.0,1.0,89.0,14.0,103.0,1742.0,41.0,0.0,87.0
San Mateo,2020-06-18,6.0,0.0,1.0,15.0,9.0,24.0,1084.0,6.0,2.0,59.0
Glenn,2020-06-18,0.0,0.0,,1.0,0.0,1.0,47.0,0.0,0.0,
Lassen,2020-06-18,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,
Shasta,2020-06-18,0.0,0.0,0.0,1.0,0.0,1.0,667.0,0.0,0.0,8.0
Modoc,2020-06-18,0.0,0.0,,0.0,0.0,0.0,41.0,0.0,0.0,
Tehama,2020-06-18,0.0,0.0,,0.0,0.0,0.0,106.0,0.0,0.0,4.0
Colusa,2020-06-18,0.0,1.0,,0.0,0.0,0.0,88.0,0.0,0.0,6.0
Yuba,2020-06-18,,2.0,,4.0,0.0,4.0,445.0,1.0,0.0,8.0
San Bernardino,2020-06-18,25.0,45.0,16.0,253.0,60.0,313.0,4821.0,87.0,8.0,156.0
Mono,2020-06-18,0.0,0.0,,0.0,0.0,0.0,40.0,0.0,0.0,2.0
Inyo,2020-06-18,0.0,0.0,,0.0,0.0,0.0,42.0,0.0,0.0,2.0
Sutter,2020-06-18,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,
Kings,2020-06-18,4.0,,,48.0,2.0,50.0,199.0,10.0,0.0,1.0
Stanislaus,2020-06-19,4.0,5.0,4.0,59.0,34.0,93.0,1244.0,23.0,4.0,86.0
Fresno,2020-06-19,6.0,12.0,0.0,64.0,37.0,101.0,2135.0,16.0,2.0,72.0
Butte,2020-06-14,0.0,0.0,,3.0,0.0,3.0,448.0,3.0,0.0,19.0
Shasta,2020-06-16,0.0,0.0,,0.0,0.0,0.0,667.0,0.0,0.0,9.0
Trinity,2020-06-15,,0.0,,0.0,0.0,0.0,54.0,0.0,0.0,
Amador,2020-06-17,0.0,0.0,0.0,1.0,0.0,1.0,51.0,0.0,0.0,1.0
Mariposa,2020-06-17,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,
Los Angeles,2020-06-17,272.0,374.0,80.0,1360.0,502.0,1862.0,22502.0,399.0,59.0,1121.0
San Diego,2020-06-17,111.0,43.0,14.0,283.0,60.0,343.0,6235.0,130.0,17.0,324.0
Imperial,2020-06-17,44.0,0.0,1.0,86.0,3.0,89.0,237.0,20.0,0.0,0.0
Plumas,2020-06-17,,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,
Colusa,2020-06-17,0.0,1.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,6.0
Fresno,2020-06-18,8.0,15.0,1.0,72.0,26.0,98.0,2131.0,13.0,0.0,70.0
Alameda,2020-06-18,9.0,26.0,2.0,77.0,53.0,130.0,2968.0,38.0,16.0,195.0
Nevada,2020-06-18,0.0,1.0,0.0,2.0,1.0,3.0,123.0,0.0,0.0,9.0
Amador,2020-06-19,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,2.0
Stanislaus,2020-06-16,13.0,7.0,,50.0,14.0,64.0,1369.0,16.0,3.0,89.0
Humboldt,2020-06-16,0.0,3.0,,1.0,7.0,8.0,352.0,0.0,1.0,0.0
Madera,2020-06-19,9.0,6.0,0.0,10.0,1.0,11.0,528.0,5.0,0.0,11.0
Orange,2020-06-19,75.0,56.0,18.0,344.0,66.0,410.0,6976.0,138.0,11.0,420.0
Santa Clara,2020-06-19,8.0,4.0,1.0,39.0,21.0,60.0,3438.0,18.0,3.0,209.0
Monterey,2020-06-19,2.0,0.0,0.0,18.0,1.0,19.0,824.0,5.0,0.0,87.0
Solano,2020-06-19,6.0,49.0,0.0,17.0,7.0,24.0,707.0,6.0,0.0,49.0
Del Norte,2020-06-19,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,5.0
Contra Costa,2020-06-19,4.0,7.0,1.0,29.0,11.0,40.0,1471.0,9.0,1.0,140.0
San Francisco,2020-06-19,5.0,3.0,2.0,30.0,9.0,39.0,2647.0,8.0,4.0,151.0
Glenn,2020-06-19,0.0,0.0,,0.0,0.0,0.0,47.0,0.0,0.0,
Trinity,2020-06-19,0.0,2.0,0.0,0.0,4.0,4.0,54.0,0.0,0.0,
Nevada,2020-06-19,0.0,2.0,0.0,2.0,3.0,5.0,123.0,0.0,0.0,5.0
Riverside,2020-06-19,25.0,49.0,7.0,261.0,75.0,336.0,3635.0,67.0,21.0,86.0
Sutter,2020-06-19,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,
Kings,2020-06-19,,,,49.0,1.0,50.0,199.0,10.0,0.0,4.0
Sacramento,2020-06-20,2.0,4.0,1.0,39.0,14.0,53.0,2452.0,19.0,4.0,171.0
Placer,2020-06-20,1.0,1.0,0.0,10.0,11.0,21.0,753.0,2.0,2.0,62.0
San Joaquin,2020-06-20,25.0,19.0,13.0,67.0,20.0,87.0,1376.0,23.0,5.0,61.0
Calaveras,2020-06-20,1.0,1.0,1.0,1.0,1.0,2.0,50.0,0.0,1.0,9.0
Stanislaus,2020-06-20,10.0,6.0,3.0,67.0,30.0,97.0,1314.0,23.0,4.0,97.0
Tuolumne,2020-06-20,,,,0.0,0.0,0.0,151.0,0.0,0.0,4.0
Fresno,2020-06-20,15.0,17.0,0.0,71.0,44.0,115.0,2134.0,14.0,3.0,80.0
Mariposa,2020-06-20,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,
Merced,2020-06-20,3.0,1.0,3.0,9.0,1.0,10.0,242.0,3.0,1.0,3.0
Madera,2020-06-20,9.0,1.0,0.0,8.0,2.0,10.0,528.0,3.0,0.0,8.0
Santa Barbara,2020-06-20,26.0,6.0,12.0,52.0,5.0,57.0,706.0,16.0,1.0,46.0
Los Angeles,2020-06-20,267.0,272.0,52.0,1400.0,504.0,1904.0,23128.0,401.0,83.0,1258.0
Monterey,2020-06-20,3.0,0.0,0.0,19.0,0.0,19.0,824.0,5.0,0.0,81.0
Santa Cruz,2020-06-20,1.0,2.0,1.0,3.0,2.0,5.0,291.0,1.0,0.0,9.0
Mendocino,2020-06-20,0.0,0.0,,0.0,0.0,0.0,180.0,0.0,0.0,6.0
Lake,2020-06-20,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,1.0
Humboldt,2020-06-20,0.0,1.0,0.0,0.0,0.0,0.0,278.0,0.0,0.0,3.0
Plumas,2020-06-20,,0.0,,0.0,0.0,0.0,45.0,0.0,0.0,
Shasta,2020-06-20,0.0,0.0,0.0,1.0,0.0,1.0,667.0,1.0,0.0,3.0
Modoc,2020-06-20,0.0,0.0,,0.0,0.0,0.0,41.0,0.0,0.0,
Yuba,2020-06-20,,,,3.0,0.0,3.0,445.0,1.0,0.0,11.0
San Bernardino,2020-06-20,25.0,40.0,12.0,252.0,76.0,328.0,4791.0,94.0,5.0,146.0
Mono,2020-06-20,0.0,0.0,,0.0,0.0,0.0,40.0,0.0,0.0,2.0
Inyo,2020-06-20,0.0,0.0,,0.0,0.0,0.0,42.0,0.0,0.0,3.0
Riverside,2020-06-20,23.0,69.0,13.0,271.0,63.0,334.0,3716.0,71.0,21.0,113.0
Sacramento,2020-06-21,3.0,7.0,2.0,46.0,15.0,61.0,2450.0,22.0,6.0,184.0
Amador,2020-06-21,0.0,0.0,0.0,0.0,1.0,1.0,51.0,0.0,1.0,0.0
El Dorado,2020-06-21,0.0,2.0,0.0,0.0,2.0,2.0,235.0,0.0,2.0,8.0
Calaveras,2020-06-21,0.0,1.0,0.0,0.0,1.0,1.0,50.0,0.0,0.0,10.0
Stanislaus,2020-06-21,6.0,4.0,1.0,70.0,21.0,91.0,1319.0,24.0,3.0,96.0
Merced,2020-06-21,0.0,3.0,0.0,9.0,3.0,12.0,242.0,3.0,0.0,3.0
San Luis Obispo,2020-06-21,3.0,1.0,0.0,4.0,2.0,6.0,461.0,2.0,0.0,26.0
Ventura,2020-06-21,4.0,27.0,3.0,39.0,27.0,66.0,1131.0,11.0,10.0,11.0
Stanislaus,2020-06-11,11.0,4.0,,29.0,18.0,47.0,1319.0,13.0,1.0,82.0
Santa Clara,2020-06-11,1.0,1.0,,39.0,18.0,57.0,3375.0,18.0,2.0,215.0
